theory,basis,x,y,energy
lcwpbe_d3bj,juldz2,2.80,2.90,2.426
lcwpbe_d3bj,juldz2,2.80,2.95,2.293
lcwpbe_d3bj,juldz2,2.80,3.00,2.260
lcwpbe_d3bj,juldz2,2.85,2.70,3.946
lcwpbe_d3bj,juldz2,2.85,2.75,3.222
lcwpbe_d3bj,juldz2,2.85,2.80,2.657
lcwpbe_d3bj,juldz2,2.85,2.85,2.236
lcwpbe_d3bj,juldz2,2.85,2.90,1.944
lcwpbe_d3bj,juldz2,2.85,2.95,1.769
lcwpbe_d3bj,juldz2,2.85,3.00,1.694
lcwpbe_d3bj,juldz2,2.90,2.75,2.946
lcwpbe_d3bj,juldz2,2.90,2.80,2.350
lcwpbe_d3bj,juldz2,2.90,2.85,1.887
lcwpbe_d3bj,juldz2,2.90,2.90,1.555
lcwpbe_d3bj,juldz2,2.90,2.95,1.338
lcwpbe_d3bj,juldz2,2.90,3.00,1.224
lcwpbe_d3bj,juldz2,2.95,2.75,2.755
lcwpbe_d3bj,juldz2,2.95,2.80,2.126
lcwpbe_d3bj,juldz2,2.95,2.85,1.631
lcwpbe_d3bj,juldz2,2.95,2.90,1.259
lcwpbe_d3bj,juldz2,2.95,2.95,0.999
lcwpbe_d3bj,juldz2,2.95,3.00,0.846
lcwpbe_d3bj,juldz2,3.00,2.80,1.982
lcwpbe_d3bj,juldz2,3.00,2.85,1.456
lcwpbe_d3bj,juldz2,3.00,2.90,1.049
lcwpbe_d3bj,juldz2,3.00,2.95,0.752
lcwpbe_d3bj,juldz2,3.00,3.00,0.557
bp86_d3bj,juldz2,1.60,1.90,3.111
bp86_d3bj,juldz2,1.60,1.95,5.104
bp86_d3bj,juldz2,1.60,2.00,7.110
bp86_d3bj,juldz2,1.60,2.05,9.105
bp86_d3bj,juldz2,1.60,2.10,11.054
bp86_d3bj,juldz2,1.60,2.15,12.927
bp86_d3bj,juldz2,1.60,2.20,14.681
bp86_d3bj,juldz2,1.60,2.25,16.244
bp86_d3bj,juldz2,1.60,2.30,18.318
bp86_d3bj,juldz2,1.60,2.35,19.440
bp86_d3bj,juldz2,1.60,2.40,20.219
bp86_d3bj,juldz2,1.60,2.45,22.162
bp86_d3bj,juldz2,1.60,2.50,22.211
bp86_d3bj,juldz2,1.60,2.55,22.206
bp86_d3bj,juldz2,1.60,2.60,21.974
bp86_d3bj,juldz2,1.60,2.65,20.154
bp86_d3bj,juldz2,1.60,2.70,19.381
bp86_d3bj,juldz2,1.60,2.75,18.774
bp86_d3bj,juldz2,1.60,2.80,18.807
bp86_d3bj,juldz2,1.60,2.85,19.010
bp86_d3bj,juldz2,1.60,2.90,19.530
bp86_d3bj,juldz2,1.60,2.95,19.749
bp86_d3bj,juldz2,1.60,3.00,20.171
bp86_d3bj,juldz2,1.65,1.90,4.404
bp86_d3bj,juldz2,1.65,1.95,6.356
bp86_d3bj,juldz2,1.65,2.00,8.311
bp86_d3bj,juldz2,1.65,2.05,10.248
bp86_d3bj,juldz2,1.65,2.10,12.131
bp86_d3bj,juldz2,1.65,2.15,13.932
bp86_d3bj,juldz2,1.65,2.20,15.617
bp86_d3bj,juldz2,1.65,2.25,17.130
bp86_d3bj,juldz2,1.65,2.30,18.815
bp86_d3bj,juldz2,1.65,2.35,19.766
bp86_d3bj,juldz2,1.65,2.40,20.289
bp86_d3bj,juldz2,1.65,2.45,18.686
bp86_d3bj,juldz2,1.65,2.50,22.101
bp86_d3bj,juldz2,1.65,2.55,21.818
bp86_d3bj,juldz2,1.65,2.60,20.839
bp86_d3bj,juldz2,1.65,2.65,19.681
bp86_d3bj,juldz2,1.65,2.70,18.735
bp86_d3bj,juldz2,1.65,2.75,18.156
bp86_d3bj,juldz2,1.65,2.80,17.918
bp86_d3bj,juldz2,1.65,2.85,17.963
bp86_d3bj,juldz2,1.65,2.90,18.258
bp86_d3bj,juldz2,1.65,2.95,18.616
bp86_d3bj,juldz2,1.65,3.00,18.960
bp86_d3bj,juldz2,1.70,1.95,8.335
bp86_d3bj,juldz2,1.70,2.00,10.229
bp86_d3bj,juldz2,1.70,2.05,12.087
bp86_d3bj,juldz2,1.70,2.10,13.883
bp86_d3bj,juldz2,1.70,2.15,15.588
bp86_d3bj,juldz2,1.70,2.20,17.178
bp86_d3bj,juldz2,1.70,2.25,18.636
bp86_d3bj,juldz2,1.70,2.30,19.858
bp86_d3bj,juldz2,1.70,2.35,20.631
bp86_d3bj,juldz2,1.70,2.40,19.332
bp86_d3bj,juldz2,1.70,2.45,22.340
bp86_d3bj,juldz2,1.70,2.50,22.454
bp86_d3bj,juldz2,1.70,2.55,21.171
bp86_d3bj,juldz2,1.70,2.60,20.102
bp86_d3bj,juldz2,1.70,2.65,19.058
bp86_d3bj,juldz2,1.70,2.70,18.201
bp86_d3bj,juldz2,1.70,2.75,17.604
bp86_d3bj,juldz2,1.70,2.80,17.295
bp86_d3bj,juldz2,1.70,2.85,17.253
bp86_d3bj,juldz2,1.70,2.90,17.463
bp86_d3bj,juldz2,1.70,2.95,17.828
bp86_d3bj,juldz2,1.70,3.00,18.092
bp86_d3bj,juldz2,1.75,1.95,10.829
bp86_d3bj,juldz2,1.75,2.00,12.635
bp86_d3bj,juldz2,1.75,2.05,14.392
bp86_d3bj,juldz2,1.75,2.10,16.069
bp86_d3bj,juldz2,1.75,2.15,17.635
bp86_d3bj,juldz2,1.75,2.20,19.047
bp86_d3bj,juldz2,1.75,2.25,20.249
bp86_d3bj,juldz2,1.75,2.30,21.159
bp86_d3bj,juldz2,1.75,2.35,21.678
bp86_d3bj,juldz2,1.75,2.40,22.347
bp86_d3bj,juldz2,1.75,2.45,22.222
bp86_d3bj,juldz2,1.75,2.50,21.984
bp86_d3bj,juldz2,1.75,2.55,20.662
bp86_d3bj,juldz2,1.75,2.60,19.579
bp86_d3bj,juldz2,1.75,2.65,18.574
bp86_d3bj,juldz2,1.75,2.70,17.753
bp86_d3bj,juldz2,1.75,2.75,17.159
bp86_d3bj,juldz2,1.75,2.80,16.814
bp86_d3bj,juldz2,1.75,2.85,16.715
bp86_d3bj,juldz2,1.75,2.90,16.862
bp86_d3bj,juldz2,1.75,2.95,17.218
bp86_d3bj,juldz2,1.75,3.00,17.412
bp86_d3bj,juldz2,1.80,1.95,13.663
bp86_d3bj,juldz2,1.80,2.00,15.358
bp86_d3bj,juldz2,1.80,2.05,16.982
bp86_d3bj,juldz2,1.80,2.10,18.496
bp86_d3bj,juldz2,1.80,2.15,19.852
bp86_d3bj,juldz2,1.80,2.20,20.996
bp86_d3bj,juldz2,1.80,2.25,21.862
bp86_d3bj,juldz2,1.80,2.30,22.377
bp86_d3bj,juldz2,1.80,2.35,22.517
bp86_d3bj,juldz2,1.80,2.40,22.351
bp86_d3bj,juldz2,1.80,2.45,21.868
bp86_d3bj,juldz2,1.80,2.50,21.404
bp86_d3bj,juldz2,1.80,2.55,20.222
bp86_d3bj,juldz2,1.80,2.60,19.137
bp86_d3bj,juldz2,1.80,2.65,18.149
bp86_d3bj,juldz2,1.80,2.70,17.346
bp86_d3bj,juldz2,1.80,2.75,16.751
bp86_d3bj,juldz2,1.80,2.80,16.378
bp86_d3bj,juldz2,1.80,2.85,16.239
bp86_d3bj,juldz2,1.80,2.90,16.320
bp86_d3bj,juldz2,1.80,2.95,16.598
bp86_d3bj,juldz2,1.80,3.00,16.799
bp86_d3bj,juldz2,1.85,1.95,16.693
bp86_d3bj,juldz2,1.85,2.00,18.248
bp86_d3bj,juldz2,1.85,2.05,19.702
bp86_d3bj,juldz2,1.85,2.10,20.991
bp86_d3bj,juldz2,1.85,2.15,22.053
bp86_d3bj,juldz2,1.85,2.20,22.802
bp86_d3bj,juldz2,1.85,2.25,23.170
bp86_d3bj,juldz2,1.85,2.30,23.156
bp86_d3bj,juldz2,1.85,2.35,22.821
bp86_d3bj,juldz2,1.85,2.40,22.077
bp86_d3bj,juldz2,1.85,2.45,21.360
bp86_d3bj,juldz2,1.85,2.50,20.729
bp86_d3bj,juldz2,1.85,2.55,19.775
bp86_d3bj,juldz2,1.85,2.60,18.675
bp86_d3bj,juldz2,1.85,2.65,17.707
bp86_d3bj,juldz2,1.85,2.70,16.912
bp86_d3bj,juldz2,1.85,2.75,16.314
bp86_d3bj,juldz2,1.85,2.80,15.921
bp86_d3bj,juldz2,1.85,2.85,15.742
bp86_d3bj,juldz2,1.85,2.90,15.774
bp86_d3bj,juldz2,1.85,2.95,15.993
bp86_d3bj,juldz2,1.85,3.00,16.182
bp86_d3bj,juldz2,1.90,1.95,19.786
bp86_d3bj,juldz2,1.90,2.00,21.167
bp86_d3bj,juldz2,1.90,2.05,22.399
bp86_d3bj,juldz2,1.90,2.10,23.373
bp86_d3bj,juldz2,1.90,2.15,23.985
bp86_d3bj,juldz2,1.90,2.20,24.135
bp86_d3bj,juldz2,1.90,2.25,23.867
bp86_d3bj,juldz2,1.90,2.30,23.352
bp86_d3bj,juldz2,1.90,2.35,22.563
bp86_d3bj,juldz2,1.90,2.40,21.586
bp86_d3bj,juldz2,1.90,2.45,20.698
bp86_d3bj,juldz2,1.90,2.50,19.939
bp86_d3bj,juldz2,1.90,2.55,19.291
bp86_d3bj,juldz2,1.90,2.60,18.111
bp86_d3bj,juldz2,1.90,2.65,17.183
bp86_d3bj,juldz2,1.90,2.70,16.397
bp86_d3bj,juldz2,1.90,2.75,15.797
bp86_d3bj,juldz2,1.90,2.80,15.387
bp86_d3bj,juldz2,1.90,2.85,15.174
bp86_d3bj,juldz2,1.90,2.90,15.162
bp86_d3bj,juldz2,1.90,2.95,15.326
bp86_d3bj,juldz2,1.90,3.00,15.649
bp86_d3bj,juldz2,1.95,1.95,22.822
bp86_d3bj,juldz2,1.95,2.00,23.974
bp86_d3bj,juldz2,1.95,2.05,24.886
bp86_d3bj,juldz2,1.95,2.10,25.388
bp86_d3bj,juldz2,1.95,2.15,25.322
bp86_d3bj,juldz2,1.95,2.20,24.768
bp86_d3bj,juldz2,1.95,2.25,23.959
bp86_d3bj,juldz2,1.95,2.30,23.071
bp86_d3bj,juldz2,1.95,2.35,22.021
bp86_d3bj,juldz2,1.95,2.40,20.886
bp86_d3bj,juldz2,1.95,2.45,19.869
bp86_d3bj,juldz2,1.95,2.50,19.011
bp86_d3bj,juldz2,1.95,2.55,18.283
bp86_d3bj,juldz2,1.95,2.60,17.366
bp86_d3bj,juldz2,1.95,2.65,16.504
bp86_d3bj,juldz2,1.95,2.70,15.743
bp86_d3bj,juldz2,1.95,2.75,15.148
bp86_d3bj,juldz2,1.95,2.80,14.726
bp86_d3bj,juldz2,1.95,2.85,14.483
bp86_d3bj,juldz2,1.95,2.90,14.428
bp86_d3bj,juldz2,1.95,2.95,14.543
bp86_d3bj,juldz2,1.95,3.00,14.809
bp86_d3bj,juldz2,2.00,2.00,26.526
bp86_d3bj,juldz2,2.00,2.05,26.970
bp86_d3bj,juldz2,2.00,2.10,26.743
bp86_d3bj,juldz2,2.00,2.15,25.905
bp86_d3bj,juldz2,2.00,2.20,24.785
bp86_d3bj,juldz2,2.00,2.25,23.587
bp86_d3bj,juldz2,2.00,2.30,22.421
bp86_d3bj,juldz2,2.00,2.35,21.222
bp86_d3bj,juldz2,2.00,2.40,19.973
bp86_d3bj,juldz2,2.00,2.45,18.859
bp86_d3bj,juldz2,2.00,2.50,17.918
bp86_d3bj,juldz2,2.00,2.55,17.129
bp86_d3bj,juldz2,2.00,2.60,16.367
bp86_d3bj,juldz2,2.00,2.65,15.579
bp86_d3bj,juldz2,2.00,2.70,14.904
bp86_d3bj,juldz2,2.00,2.75,14.324
bp86_d3bj,juldz2,2.00,2.80,13.893
bp86_d3bj,juldz2,2.00,2.85,13.627
bp86_d3bj,juldz2,2.00,2.90,13.535
bp86_d3bj,juldz2,2.00,2.95,13.603
bp86_d3bj,juldz2,2.00,3.00,13.814
bp86_d3bj,juldz2,2.05,2.05,28.443
bp86_d3bj,juldz2,2.05,2.10,27.363
bp86_d3bj,juldz2,2.05,2.15,25.920
bp86_d3bj,juldz2,2.05,2.20,24.397
bp86_d3bj,juldz2,2.05,2.25,22.910
bp86_d3bj,juldz2,2.05,2.30,21.524
bp86_d3bj,juldz2,2.05,2.35,20.214
bp86_d3bj,juldz2,2.05,2.40,18.902
bp86_d3bj,juldz2,2.05,2.45,17.710
bp86_d3bj,juldz2,2.05,2.50,16.702
bp86_d3bj,juldz2,2.05,2.55,15.866
bp86_d3bj,juldz2,2.05,2.60,15.146
bp86_d3bj,juldz2,2.05,2.65,14.457
bp86_d3bj,juldz2,2.05,2.70,13.858
bp86_d3bj,juldz2,2.05,2.75,13.351
bp86_d3bj,juldz2,2.05,2.80,12.933
bp86_d3bj,juldz2,2.05,2.85,12.648
bp86_d3bj,juldz2,2.05,2.90,12.523
bp86_d3bj,juldz2,2.05,2.95,12.547
bp86_d3bj,juldz2,2.05,3.00,12.710
bp86_d3bj,juldz2,2.10,2.10,27.504
bp86_d3bj,juldz2,2.10,2.15,25.629
bp86_d3bj,juldz2,2.10,2.20,23.808
bp86_d3bj,juldz2,2.10,2.25,22.100
bp86_d3bj,juldz2,2.10,2.30,20.542
bp86_d3bj,juldz2,2.10,2.35,19.123
bp86_d3bj,juldz2,2.10,2.40,17.791
bp86_d3bj,juldz2,2.10,2.45,16.549
bp86_d3bj,juldz2,2.10,2.50,15.479
bp86_d3bj,juldz2,2.10,2.55,14.604
bp86_d3bj,juldz2,2.10,2.60,13.882
bp86_d3bj,juldz2,2.10,2.65,13.253
bp86_d3bj,juldz2,2.10,2.70,12.725
bp86_d3bj,juldz2,2.10,2.75,12.308
bp86_d3bj,juldz2,2.10,2.80,11.949
bp86_d3bj,juldz2,2.10,2.85,11.659
bp86_d3bj,juldz2,2.10,2.90,11.507
bp86_d3bj,juldz2,2.10,2.95,11.493
bp86_d3bj,juldz2,2.10,3.00,11.613
bp86_d3bj,juldz2,2.15,2.15,25.235
bp86_d3bj,juldz2,2.15,2.20,23.176
bp86_d3bj,juldz2,2.15,2.25,21.294
bp86_d3bj,juldz2,2.15,2.30,19.595
bp86_d3bj,juldz2,2.15,2.35,18.077
bp86_d3bj,juldz2,2.15,2.40,16.718
bp86_d3bj,juldz2,2.15,2.45,15.464
bp86_d3bj,juldz2,2.15,2.50,14.347
bp86_d3bj,juldz2,2.15,2.55,13.429
bp86_d3bj,juldz2,2.15,2.60,12.688
bp86_d3bj,juldz2,2.15,2.65,12.086
bp86_d3bj,juldz2,2.15,2.70,11.595
bp86_d3bj,juldz2,2.15,2.75,11.232
bp86_d3bj,juldz2,2.15,2.80,10.984
bp86_d3bj,juldz2,2.15,2.85,10.732
bp86_d3bj,juldz2,2.15,2.90,10.566
bp86_d3bj,juldz2,2.15,2.95,10.520
bp86_d3bj,juldz2,2.15,3.00,10.598
bp86_d3bj,juldz2,2.20,2.20,22.576
bp86_d3bj,juldz2,2.20,2.25,20.546
bp86_d3bj,juldz2,2.20,2.30,18.733
bp86_d3bj,juldz2,2.20,2.35,17.125
bp86_d3bj,juldz2,2.20,2.40,15.716
bp86_d3bj,juldz2,2.20,2.45,14.460
bp86_d3bj,juldz2,2.20,2.50,13.327
bp86_d3bj,juldz2,2.20,2.55,12.363
bp86_d3bj,juldz2,2.20,2.60,11.594
bp86_d3bj,juldz2,2.20,2.65,10.987
bp86_d3bj,juldz2,2.20,2.70,10.510
bp86_d3bj,juldz2,2.20,2.75,10.176
bp86_d3bj,juldz2,2.20,2.80,9.964
bp86_d3bj,juldz2,2.20,2.85,9.856
bp86_d3bj,juldz2,2.20,2.90,9.695
bp86_d3bj,juldz2,2.20,2.95,9.634
bp86_d3bj,juldz2,2.20,3.00,9.672
bp86_d3bj,juldz2,2.25,2.20,22.037
bp86_d3bj,juldz2,2.25,2.25,19.878
bp86_d3bj,juldz2,2.25,2.30,17.958
bp86_d3bj,juldz2,2.25,2.35,16.270
bp86_d3bj,juldz2,2.25,2.40,14.800
bp86_d3bj,juldz2,2.25,2.45,13.524
bp86_d3bj,juldz2,2.25,2.50,12.390
bp86_d3bj,juldz2,2.25,2.55,11.392
bp86_d3bj,juldz2,2.25,2.60,10.590
bp86_d3bj,juldz2,2.25,2.65,9.962
bp86_d3bj,juldz2,2.25,2.70,9.486
bp86_d3bj,juldz2,2.25,2.75,9.148
bp86_d3bj,juldz2,2.25,2.80,8.958
bp86_d3bj,juldz2,2.25,2.85,8.885
bp86_d3bj,juldz2,2.25,2.90,8.876
bp86_d3bj,juldz2,2.25,2.95,8.804
bp86_d3bj,juldz2,2.25,3.00,8.817
bp86_d3bj,juldz2,2.30,2.25,19.288
bp86_d3bj,juldz2,2.30,2.30,17.271
bp86_d3bj,juldz2,2.30,2.35,15.507
bp86_d3bj,juldz2,2.30,2.40,13.976
bp86_d3bj,juldz2,2.30,2.45,12.659
bp86_d3bj,juldz2,2.30,2.50,11.515
bp86_d3bj,juldz2,2.30,2.55,10.505
bp86_d3bj,juldz2,2.30,2.60,9.666
bp86_d3bj,juldz2,2.30,2.65,9.011
bp86_d3bj,juldz2,2.30,2.70,8.519
bp86_d3bj,juldz2,2.30,2.75,8.171
bp86_d3bj,juldz2,2.30,2.80,7.970
bp86_d3bj,juldz2,2.30,2.85,7.908
bp86_d3bj,juldz2,2.30,2.90,7.954
bp86_d3bj,juldz2,2.30,2.95,8.022
bp86_d3bj,juldz2,2.30,3.00,8.023
bp86_d3bj,juldz2,2.35,2.30,16.672
bp86_d3bj,juldz2,2.35,2.35,14.833
bp86_d3bj,juldz2,2.35,2.40,13.240
bp86_d3bj,juldz2,2.35,2.45,11.876
bp86_d3bj,juldz2,2.35,2.50,10.708
bp86_d3bj,juldz2,2.35,2.55,9.692
bp86_d3bj,juldz2,2.35,2.60,8.815
bp86_d3bj,juldz2,2.35,2.65,8.131
bp86_d3bj,juldz2,2.35,2.70,7.613
bp86_d3bj,juldz2,2.35,2.75,7.250
bp86_d3bj,juldz2,2.35,2.80,7.027
bp86_d3bj,juldz2,2.35,2.85,6.949
bp86_d3bj,juldz2,2.35,2.90,6.998
bp86_d3bj,juldz2,2.35,2.95,7.148
bp86_d3bj,juldz2,2.35,3.00,7.282
bp86_d3bj,juldz2,2.40,2.35,14.249
bp86_d3bj,juldz2,2.40,2.40,12.594
bp86_d3bj,juldz2,2.40,2.45,11.179
bp86_d3bj,juldz2,2.40,2.50,9.978
bp86_d3bj,juldz2,2.40,2.55,8.945
bp86_d3bj,juldz2,2.40,2.60,8.043
bp86_d3bj,juldz2,2.40,2.65,7.321
bp86_d3bj,juldz2,2.40,2.70,6.774
bp86_d3bj,juldz2,2.40,2.75,6.387
bp86_d3bj,juldz2,2.40,2.80,6.144
bp86_d3bj,juldz2,2.40,2.85,6.038
bp86_d3bj,juldz2,2.40,2.90,6.066
bp86_d3bj,juldz2,2.40,2.95,6.210
bp86_d3bj,juldz2,2.40,3.00,6.448
bp86_d3bj,juldz2,2.45,2.40,12.040
bp86_d3bj,juldz2,2.45,2.45,10.571
bp86_d3bj,juldz2,2.45,2.50,9.329
bp86_d3bj,juldz2,2.45,2.55,8.274
bp86_d3bj,juldz2,2.45,2.60,7.355
bp86_d3bj,juldz2,2.45,2.65,6.589
bp86_d3bj,juldz2,2.45,2.70,6.009
bp86_d3bj,juldz2,2.45,2.75,5.589
bp86_d3bj,juldz2,2.45,2.80,5.320
bp86_d3bj,juldz2,2.45,2.85,5.188
bp86_d3bj,juldz2,2.45,2.90,5.185
bp86_d3bj,juldz2,2.45,2.95,5.302
bp86_d3bj,juldz2,2.45,3.00,5.528
bp86_d3bj,juldz2,2.50,2.45,10.058
bp86_d3bj,juldz2,2.50,2.50,8.769
bp86_d3bj,juldz2,2.50,2.55,7.681
bp86_d3bj,juldz2,2.50,2.60,6.744
bp86_d3bj,juldz2,2.50,2.65,5.943
bp86_d3bj,juldz2,2.50,2.70,5.323
bp86_d3bj,juldz2,2.50,2.75,4.869
bp86_d3bj,juldz2,2.50,2.80,4.566
bp86_d3bj,juldz2,2.50,2.85,4.403
bp86_d3bj,juldz2,2.50,2.90,4.369
bp86_d3bj,juldz2,2.50,2.95,4.452
bp86_d3bj,juldz2,2.50,3.00,4.645
bp86_d3bj,juldz2,2.55,2.45,9.641
bp86_d3bj,juldz2,2.55,2.50,8.300
bp86_d3bj,juldz2,2.55,2.55,7.172
bp86_d3bj,juldz2,2.55,2.60,6.212
bp86_d3bj,juldz2,2.55,2.65,5.383
bp86_d3bj,juldz2,2.55,2.70,4.721
bp86_d3bj,juldz2,2.55,2.75,4.231
bp86_d3bj,juldz2,2.55,2.80,3.890
bp86_d3bj,juldz2,2.55,2.85,3.692
bp86_d3bj,juldz2,2.55,2.90,3.624
bp86_d3bj,juldz2,2.55,2.95,3.672
bp86_d3bj,juldz2,2.55,3.00,3.828
bp86_d3bj,juldz2,2.60,2.50,7.928
bp86_d3bj,juldz2,2.60,2.55,6.753
bp86_d3bj,juldz2,2.60,2.60,5.764
bp86_d3bj,juldz2,2.60,2.65,4.906
bp86_d3bj,juldz2,2.60,2.70,4.207
bp86_d3bj,juldz2,2.60,2.75,3.677
bp86_d3bj,juldz2,2.60,2.80,3.299
bp86_d3bj,juldz2,2.60,2.85,3.062
bp86_d3bj,juldz2,2.60,2.90,2.955
bp86_d3bj,juldz2,2.60,2.95,2.966
bp86_d3bj,juldz2,2.60,3.00,3.083
bp86_d3bj,juldz2,2.65,2.55,6.428
bp86_d3bj,juldz2,2.65,2.60,5.398
bp86_d3bj,juldz2,2.65,2.65,4.514
bp86_d3bj,juldz2,2.65,2.70,3.778
bp86_d3bj,juldz2,2.65,2.75,3.208
bp86_d3bj,juldz2,2.65,2.80,2.793
bp86_d3bj,juldz2,2.65,2.85,2.517
bp86_d3bj,juldz2,2.65,2.90,2.369
bp86_d3bj,juldz2,2.65,2.95,2.340
bp86_d3bj,juldz2,2.65,3.00,2.419
bp86_d3bj,juldz2,2.70,2.60,5.121
bp86_d3bj,juldz2,2.70,2.65,4.207
bp86_d3bj,juldz2,2.70,2.70,3.434
bp86_d3bj,juldz2,2.70,2.75,2.824
bp86_d3bj,juldz2,2.70,2.80,2.370
bp86_d3bj,juldz2,2.70,2.85,2.055
bp86_d3bj,juldz2,2.70,2.90,1.866
bp86_d3bj,juldz2,2.70,2.95,1.796
bp86_d3bj,juldz2,2.70,3.00,1.834
bp86_d3bj,juldz2,2.75,2.60,4.933
bp86_d3bj,juldz2,2.75,2.65,3.983
bp86_d3bj,juldz2,2.75,2.70,3.174
bp86_d3bj,juldz2,2.75,2.75,2.527
bp86_d3bj,juldz2,2.75,2.80,2.032
bp86_d3bj,juldz2,2.75,2.85,1.676
bp86_d3bj,juldz2,2.75,2.90,1.448
bp86_d3bj,juldz2,2.75,2.95,1.335
bp86_d3bj,juldz2,2.75,3.00,1.329
bp86_d3bj,juldz2,2.80,2.65,3.843
bp86_d3bj,juldz2,2.80,2.70,2.994
bp86_d3bj,juldz2,2.80,2.75,2.309
bp86_d3bj,juldz2,2.80,2.80,1.774
bp86_d3bj,juldz2,2.80,2.85,1.379
bp86_d3bj,juldz2,2.80,2.90,1.110
bp86_d3bj,juldz2,2.80,2.95,0.956
bp86_d3bj,juldz2,2.80,3.00,0.908
bp86_d3bj,juldz2,2.85,2.70,2.890
bp86_d3bj,juldz2,2.85,2.75,2.168
bp86_d3bj,juldz2,2.85,2.80,1.597
bp86_d3bj,juldz2,2.85,2.85,1.161
bp86_d3bj,juldz2,2.85,2.90,0.850
bp86_d3bj,juldz2,2.85,2.95,0.656
bp86_d3bj,juldz2,2.85,3.00,0.566
bp86_d3bj,juldz2,2.90,2.75,2.102
bp86_d3bj,juldz2,2.90,2.80,1.497
bp86_d3bj,juldz2,2.90,2.85,1.024
bp86_d3bj,juldz2,2.90,2.90,0.669
bp86_d3bj,juldz2,2.90,2.95,0.431
bp86_d3bj,juldz2,2.90,3.00,0.299
bp86_d3bj,juldz2,2.95,2.75,2.111
bp86_d3bj,juldz2,2.95,2.80,1.472
bp86_d3bj,juldz2,2.95,2.85,0.960
bp86_d3bj,juldz2,2.95,2.90,0.570
bp86_d3bj,juldz2,2.95,2.95,0.287
bp86_d3bj,juldz2,2.95,3.00,0.110
bp86_d3bj,juldz2,3.00,2.80,1.513
bp86_d3bj,juldz2,3.00,2.85,0.967
bp86_d3bj,juldz2,3.00,2.90,0.540
bp86_d3bj,juldz2,3.00,2.95,0.220
bp86_d3bj,juldz2,3.00,3.00,0.000
bmk_d3bj,juldz2,1.60,1.90,2.736
bmk_d3bj,juldz2,1.60,1.95,5.328
bmk_d3bj,juldz2,1.60,2.00,7.813
bmk_d3bj,juldz2,1.60,2.05,10.192
bmk_d3bj,juldz2,1.60,2.10,12.404
bmk_d3bj,juldz2,1.60,2.15,14.390
bmk_d3bj,juldz2,1.60,2.20,16.155
bmk_d3bj,juldz2,1.60,2.25,17.654
bmk_d3bj,juldz2,1.60,2.30,19.148
bmk_d3bj,juldz2,1.60,2.35,20.014
bmk_d3bj,juldz2,1.60,2.40,20.829
bmk_d3bj,juldz2,1.60,2.45,22.053
bmk_d3bj,juldz2,1.60,2.50,22.540
bmk_d3bj,juldz2,1.60,2.55,22.923
bmk_d3bj,juldz2,1.60,2.60,23.100
bmk_d3bj,juldz2,1.60,2.65,22.619
bmk_d3bj,juldz2,1.60,2.70,22.135
bmk_d3bj,juldz2,1.60,2.75,21.958
bmk_d3bj,juldz2,1.60,2.80,22.053
bmk_d3bj,juldz2,1.60,2.85,22.394
bmk_d3bj,juldz2,1.60,2.90,22.257
bmk_d3bj,juldz2,1.60,2.95,22.476
bmk_d3bj,juldz2,1.60,3.00,22.924
bmk_d3bj,juldz2,1.65,1.90,4.281
bmk_d3bj,juldz2,1.65,1.95,6.807
bmk_d3bj,juldz2,1.65,2.00,9.201
bmk_d3bj,juldz2,1.65,2.05,11.473
bmk_d3bj,juldz2,1.65,2.10,13.554
bmk_d3bj,juldz2,1.65,2.15,15.381
bmk_d3bj,juldz2,1.65,2.20,16.980
bmk_d3bj,juldz2,1.65,2.25,18.304
bmk_d3bj,juldz2,1.65,2.30,19.520
bmk_d3bj,juldz2,1.65,2.35,20.205
bmk_d3bj,juldz2,1.65,2.40,20.926
bmk_d3bj,juldz2,1.65,2.45,20.184
bmk_d3bj,juldz2,1.65,2.50,21.960
bmk_d3bj,juldz2,1.65,2.55,22.489
bmk_d3bj,juldz2,1.65,2.60,22.020
bmk_d3bj,juldz2,1.65,2.65,21.478
bmk_d3bj,juldz2,1.65,2.70,21.046
bmk_d3bj,juldz2,1.65,2.75,20.814
bmk_d3bj,juldz2,1.65,2.80,20.821
bmk_d3bj,juldz2,1.65,2.85,21.078
bmk_d3bj,juldz2,1.65,2.90,21.570
bmk_d3bj,juldz2,1.65,2.95,21.185
bmk_d3bj,juldz2,1.65,3.00,21.566
bmk_d3bj,juldz2,1.70,1.95,9.135
bmk_d3bj,juldz2,1.70,2.00,11.433
bmk_d3bj,juldz2,1.70,2.05,13.574
bmk_d3bj,juldz2,1.70,2.10,15.497
bmk_d3bj,juldz2,1.70,2.15,17.123
bmk_d3bj,juldz2,1.70,2.20,18.493
bmk_d3bj,juldz2,1.70,2.25,19.606
bmk_d3bj,juldz2,1.70,2.30,20.399
bmk_d3bj,juldz2,1.70,2.35,20.895
bmk_d3bj,juldz2,1.70,2.40,20.661
bmk_d3bj,juldz2,1.70,2.45,21.141
bmk_d3bj,juldz2,1.70,2.50,21.268
bmk_d3bj,juldz2,1.70,2.55,22.050
bmk_d3bj,juldz2,1.70,2.60,21.414
bmk_d3bj,juldz2,1.70,2.65,20.799
bmk_d3bj,juldz2,1.70,2.70,20.340
bmk_d3bj,juldz2,1.70,2.75,20.074
bmk_d3bj,juldz2,1.70,2.80,20.032
